project_id,domain,complexity_level,team_size,duration_months,sprint_length_weeks,num_sprints,total_user_stories,avg_story_points,velocity_per_sprint,tech_stack_difficulty,requirement_volatility_score,actual_effort_hours,actual_cost_usd,risk_level
project_08702,EdTech,Medium,6,6,2,12,18,4.7,22.6,Basic,Medium,9325.85,387907.71,Medium
project_08703,Healthcare,High,8,8,2,16,25,5.8,37.1,Advanced,High,33544.77,1636688.93,High
project_08704,EdTech,Low,5,4,2,8,12,2.3,9.2,Basic,Low,3347.69,127220.35,Low
project_08705,Cloud System,Medium,7,6,2,12,15,5.2,29.1,Intermediate,Medium,13211.03,624526.51,Medium
project_08706,Healthcare,High,8,10,2,20,23,6.0,38.4,Intermediate,High,35103.92,1810180.86,High
project_08707,IoT,Low,4,3,2,6,14,3.4,10.9,Basic,Medium,2398.98,85123.73,Low
project_08708,Healthcare,Medium,7,6,2,12,20,5.8,32.5,Basic,Low,10151.73,489222.44,Medium
project_08709,Healthcare,High,12,10,2,20,20,5.6,53.8,Advanced,Medium,55125.02,2945448.89,High
project_08710,AI Platform,Low,4,3,2,6,11,3.9,12.5,Basic,Low,2099.92,79138.09,Low
project_08711,EdTech,Medium,8,8,2,16,21,5.2,33.3,Intermediate,Low,17951.88,835453.53,Medium
project_08712,IoT,High,10,6,2,12,29,6.2,49.6,Intermediate,High,26661.69,1369302.94,High
project_08713,Healthcare,Low,3,3,2,6,12,3.0,7.2,Basic,Medium,1678.83,61892.71,Low
project_08714,AI Platform,Medium,5,7,2,14,21,5.8,23.2,Intermediate,High,12275.35,573680.42,High
project_08715,E-commerce,High,8,10,2,20,21,5.8,37.1,Advanced,Medium,34589.57,2229543.23,High
project_08716,AI Platform,Low,5,2,2,4,15,2.7,10.8,Basic,Low,1730.69,68037.65,Low
project_08717,FinTech,Medium,8,8,2,16,20,5.4,34.6,Intermediate,High,21491.82,931055.43,High
project_08718,SaaS,High,8,12,2,24,21,7.9,50.6,Advanced,High,49931.15,2873519.03,High
project_08719,Cloud System,Low,5,2,2,4,12,3.5,14.0,Basic,Medium,1915.15,73003.95,Low
project_08720,IoT,Medium,5,8,2,16,21,5.4,21.6,Basic,High,11148.95,475817.17,High
project_08721,IoT,High,10,7,2,14,22,7.5,60.0,Advanced,Medium,31899.55,1642484.8,High
project_08722,EdTech,Low,3,4,2,8,15,2.4,5.8,Basic,Low,2098.74,61967.95,Low
project_08723,EdTech,Medium,7,5,2,10,19,4.7,26.3,Intermediate,Medium,10800.67,461748.79,Medium
project_08724,IoT,High,12,10,2,20,28,5.2,49.9,Advanced,Medium,55625.73,2934789.63,High
project_08725,SaaS,Low,4,4,2,8,13,3.2,10.2,Basic,Medium,2909.59,96928.83,Low
project_08726,Cloud System,Medium,7,6,2,12,16,4.7,26.3,Intermediate,Medium,13279.31,538241.39,Medium
project_08727,EdTech,High,8,11,2,22,20,6.8,43.5,Advanced,Medium,39618.22,2153879.06,High
project_08728,AI Platform,Low,4,4,2,8,15,3.6,11.5,Basic,Medium,3020.93,109451.92,Low
project_08729,AI Platform,Medium,6,7,2,14,22,5.2,25.0,Basic,Medium,10705.43,448382.06,Medium
project_08730,SaaS,High,10,7,2,14,26,5.9,47.2,Advanced,High,34780.39,2223210.19,High
project_08731,FinTech,Low,5,4,2,8,10,3.6,14.4,Basic,Low,3298.38,126818.27,Low
project_08732,SaaS,Medium,7,4,2,8,18,5.4,30.2,Intermediate,Low,8421.68,379793.88,Medium
project_08733,IoT,High,12,7,2,14,23,6.1,58.6,Advanced,High,41241.82,2331147.56,High
project_08734,FinTech,Low,5,3,2,6,13,3.7,14.8,Basic,Medium,2837.0,92741.94,Low
project_08735,EdTech,Medium,5,4,2,8,21,4.3,17.2,Intermediate,Low,5872.7,265897.52,Medium
project_08736,SaaS,High,8,7,2,14,24,5.2,33.3,Advanced,Medium,24968.87,1407212.88,High
project_08737,IoT,Low,4,4,2,8,13,2.2,7.0,Basic,Medium,2833.12,91456.13,Low
project_08738,Healthcare,Medium,6,4,2,8,19,4.9,23.5,Intermediate,High,9212.29,424301.17,High
project_08739,AI Platform,High,10,6,2,12,26,5.3,42.4,Advanced,Medium,27844.12,1394938.93,High
project_08740,IoT,Low,4,3,2,6,14,2.8,9.0,Basic,Medium,2249.77,82112.88,Low
project_08741,E-commerce,Medium,7,5,2,10,19,4.2,23.5,Basic,Low,7940.31,384415.38,Medium
project_08742,EdTech,High,11,9,2,18,26,5.7,50.2,Advanced,Medium,46056.78,2720096.03,High
project_08743,Healthcare,Low,3,4,2,8,13,3.8,9.1,Basic,Low,2138.95,67559.28,Low
project_08744,EdTech,Medium,6,8,2,16,18,4.3,20.6,Intermediate,Medium,15464.59,606562.24,Medium
project_08745,Healthcare,High,10,10,2,20,26,7.6,60.8,Advanced,Medium,44565.86,2501518.59,High
project_08746,Healthcare,Low,5,3,2,6,14,3.8,15.2,Basic,Medium,2965.17,110473.3,Low
project_08747,AI Platform,Medium,6,7,2,14,21,5.9,28.3,Basic,High,12415.74,566517.83,High
project_08748,E-commerce,High,10,7,2,14,26,7.8,62.4,Advanced,Medium,32203.23,1824026.05,High
project_08749,FinTech,Low,3,3,2,6,11,2.2,5.3,Basic,Low,1523.87,61039.07,Low
project_08750,IoT,Medium,5,8,2,16,15,5.1,20.4,Intermediate,Low,11473.62,539922.02,Medium
project_08751,Cloud System,High,8,10,2,20,26,6.7,42.9,Advanced,High,42226.82,2352696.84,High
project_08752,E-commerce,Low,4,2,2,4,11,4.0,12.8,Basic,Medium,1627.3,51204.55,Low
project_08753,Cloud System,Medium,5,8,2,16,19,5.7,22.8,Intermediate,High,14689.95,669221.31,High
project_08754,SaaS,High,9,11,2,22,30,5.3,38.2,Intermediate,High,40577.83,2420523.47,High
project_08755,AI Platform,Low,4,4,2,8,10,2.8,9.0,Basic,Low,2539.74,83008.6,Low
project_08756,FinTech,Medium,6,8,2,16,21,4.4,21.1,Basic,High,13079.75,638521.93,High
project_08757,IoT,High,9,8,2,16,24,6.9,49.7,Advanced,High,35990.54,2079032.18,High
project_08758,EdTech,Low,5,4,2,8,12,3.7,14.8,Basic,Low,3443.88,116093.86,Low
project_08759,E-commerce,Medium,8,7,2,14,20,6.0,38.4,Intermediate,Medium,18277.28,807425.05,Medium
project_08760,FinTech,High,10,6,2,12,20,5.8,46.4,Advanced,High,30902.86,1604527.08,High
project_08761,IoT,Low,4,4,2,8,13,2.5,8.0,Basic,Low,2615.14,86758.57,Low
project_08762,SaaS,Medium,5,7,2,14,17,5.1,20.4,Intermediate,Medium,10587.46,460336.74,Medium
project_08763,IoT,High,10,9,2,18,27,6.4,51.2,Advanced,High,45058.3,2309244.82,High
project_08764,Healthcare,Low,4,2,2,4,13,2.8,9.0,Basic,Low,1410.29,52263.13,Low
project_08765,SaaS,Medium,7,8,2,16,18,5.1,28.6,Intermediate,High,18703.95,758884.8,High
project_08766,AI Platform,High,11,8,2,16,30,7.6,66.9,Intermediate,High,37111.9,1969254.84,High
project_08767,AI Platform,Low,4,2,2,4,13,2.8,9.0,Basic,Medium,1591.3,50719.54,Low
project_08768,FinTech,Medium,7,8,2,16,18,4.5,25.2,Basic,Low,11908.56,548384.65,Medium
project_08769,SaaS,High,12,6,2,12,21,6.0,57.6,Advanced,High,36460.59,1884950.69,High
project_08770,SaaS,Low,4,2,2,4,13,3.3,10.6,Basic,Medium,1550.05,52243.87,Low
project_08771,FinTech,Medium,8,7,2,14,17,4.8,30.7,Intermediate,High,19675.84,975965.91,High
project_08772,IoT,High,12,7,2,14,24,7.8,74.9,Intermediate,High,36405.43,2030589.5,High
project_08773,EdTech,Low,3,3,2,6,15,2.7,6.5,Basic,Medium,1731.63,56953.74,Low
project_08774,Cloud System,Medium,6,5,2,10,19,5.1,24.5,Basic,Medium,7739.79,334013.56,Medium
project_08775,Cloud System,High,9,9,2,18,24,7.3,52.6,Intermediate,Medium,30382.87,1505737.05,High
project_08776,Cloud System,Low,4,4,2,8,14,2.1,6.7,Basic,Low,2727.68,99198.37,Low
project_08777,Cloud System,Medium,8,7,2,14,15,5.2,33.3,Intermediate,Medium,17112.58,850798.17,Medium
project_08778,FinTech,High,8,6,2,12,22,7.7,49.3,Advanced,High,25578.55,1354465.09,High
project_08779,Cloud System,Low,5,3,2,6,13,4.0,16.0,Basic,Medium,2971.47,92225.3,Low
project_08780,FinTech,Medium,7,5,2,10,21,6.0,33.6,Intermediate,Medium,11434.25,456731.62,Medium
project_08781,EdTech,High,10,8,2,16,26,5.2,41.6,Advanced,High,40504.61,2342956.48,High
project_08782,AI Platform,Low,3,4,2,8,10,3.3,7.9,Basic,Medium,2282.41,66135.05,Low
project_08783,IoT,Medium,8,8,2,16,20,4.5,28.8,Intermediate,Low,17333.61,830543.8,Medium
project_08784,IoT,High,9,8,2,16,23,6.1,43.9,Advanced,Medium,34504.99,1697989.71,High
project_08785,E-commerce,Low,4,3,2,6,11,2.8,9.0,Basic,Low,2014.81,63769.62,Low
project_08786,E-commerce,Medium,6,4,2,8,15,4.9,23.5,Intermediate,Medium,7402.53,321900.38,Medium
project_08787,FinTech,High,12,11,2,22,27,6.7,64.3,Advanced,High,69220.44,3374511.0,High
project_08788,FinTech,Low,4,4,2,8,13,3.2,10.2,Basic,Low,2672.08,106291.14,Low
project_08789,SaaS,Medium,5,5,2,10,21,4.2,16.8,Intermediate,High,9328.35,431004.55,High
project_08790,Cloud System,High,11,11,2,22,27,6.9,60.7,Advanced,High,62047.11,3097728.14,High
project_08791,FinTech,Low,5,4,2,8,10,3.3,13.2,Basic,Low,3438.83,116072.83,Low
project_08792,Cloud System,Medium,7,6,2,12,18,5.4,30.2,Intermediate,Medium,13218.7,596505.32,Medium
project_08793,IoT,High,12,10,2,20,28,6.0,57.6,Advanced,Medium,52914.92,2906420.75,High
project_08794,Cloud System,Low,5,3,2,6,10,3.2,12.8,Basic,Low,2542.24,78539.94,Low
project_08795,E-commerce,Medium,6,4,2,8,22,5.7,27.4,Basic,Medium,6536.91,283855.26,Medium
project_08796,AI Platform,High,8,9,2,18,25,6.6,42.2,Advanced,High,37238.25,2246156.9,High
project_08797,FinTech,Low,3,3,2,6,15,3.0,7.2,Basic,Low,1547.43,57348.64,Low
project_08798,IoT,Medium,5,8,2,16,17,4.7,18.8,Intermediate,Low,11123.08,530902.57,Medium
project_08799,Cloud System,High,10,6,2,12,24,6.0,48.0,Advanced,High,32533.91,1782200.0,High
project_08800,Cloud System,Low,4,2,2,4,13,2.5,8.0,Basic,Low,1389.17,53400.86,Low
project_08801,SaaS,Medium,5,6,2,12,22,4.0,16.0,Basic,Medium,7545.89,335484.75,Medium
project_08802,Cloud System,High,11,7,2,14,22,5.8,51.0,Advanced,High,40476.33,1954278.7,High
project_08803,Healthcare,Low,4,4,2,8,10,2.4,7.7,Basic,Medium,2906.19,93123.71,Low
project_08804,Healthcare,Medium,8,6,2,12,22,5.0,32.0,Intermediate,Medium,15702.53,718532.8,Medium
project_08805,IoT,High,10,12,2,24,25,6.3,50.4,Intermediate,High,50296.43,2671673.68,High
project_08806,SaaS,Low,3,2,2,4,10,3.9,9.4,Basic,Low,1158.04,38793.19,Low
project_08807,FinTech,Medium,7,7,2,14,21,4.4,24.6,Intermediate,Medium,15410.87,735978.55,Medium
project_08808,EdTech,High,11,7,2,14,26,5.1,44.9,Intermediate,High,32482.1,1970644.72,High
project_08809,IoT,Low,3,3,2,6,14,3.2,7.7,Basic,Low,1666.89,58197.6,Low
project_08810,SaaS,Medium,8,8,2,16,19,4.5,28.8,Intermediate,High,22241.29,952319.31,High
project_08811,SaaS,High,10,12,2,24,28,7.8,62.4,Intermediate,High,52386.95,2648151.46,High
project_08812,AI Platform,Low,5,2,2,4,13,2.5,10.0,Basic,Low,1743.0,65863.36,Low
project_08813,Cloud System,Medium,7,4,2,8,21,4.4,24.6,Basic,Medium,7374.14,342340.07,Medium
project_08814,Cloud System,High,8,7,2,14,21,6.1,39.0,Advanced,High,30154.56,1452662.95,High
project_08815,EdTech,Low,4,3,2,6,10,2.2,7.0,Basic,Medium,2178.09,64384.58,Low
project_08816,AI Platform,Medium,6,5,2,10,19,5.8,27.8,Intermediate,Medium,9732.53,501777.49,Medium
project_08817,E-commerce,High,8,9,2,18,29,6.0,38.4,Intermediate,High,30989.11,1815405.81,High
project_08818,SaaS,Low,5,3,2,6,14,3.5,14.0,Basic,Low,2602.91,91335.93,Low
project_08819,E-commerce,Medium,8,4,2,8,18,5.9,37.8,Basic,Medium,8531.26,392160.17,Medium
project_08820,E-commerce,High,10,12,2,24,27,6.6,52.8,Advanced,High,61913.66,3590427.04,High
project_08821,SaaS,Low,4,4,2,8,10,2.2,7.0,Basic,Medium,2836.22,108930.23,Low
project_08822,Cloud System,Medium,6,7,2,14,20,5.8,27.8,Basic,High,12713.39,528120.99,High
project_08823,Cloud System,High,12,10,2,20,25,7.8,74.9,Advanced,Medium,51964.42,2825066.22,High
project_08824,IoT,Low,4,2,2,4,12,2.3,7.4,Basic,Low,1430.38,48247.39,Low
project_08825,IoT,Medium,6,4,2,8,16,4.2,20.2,Basic,Medium,5989.77,304702.54,Medium
project_08826,E-commerce,High,12,11,2,22,20,6.7,64.3,Intermediate,High,56249.37,3036536.08,High
project_08827,Healthcare,Low,3,4,2,8,12,2.5,6.0,Basic,Low,1949.37,81042.82,Low
project_08828,IoT,Medium,6,6,2,12,15,4.0,19.2,Intermediate,High,13151.31,562192.32,High
project_08829,E-commerce,High,10,12,2,24,23,5.4,43.2,Advanced,High,61953.01,3373366.38,High
project_08830,FinTech,Low,5,2,2,4,12,2.9,11.6,Basic,Low,1795.82,70399.74,Low
project_08831,SaaS,Medium,7,8,2,16,22,4.9,27.4,Intermediate,Low,16380.12,713928.64,Medium
project_08832,Healthcare,High,11,7,2,14,30,6.4,56.3,Advanced,High,40415.7,2142481.41,High
project_08833,FinTech,Low,3,2,2,4,12,3.3,7.9,Basic,Low,1171.42,36086.39,Low
project_08834,E-commerce,Medium,8,4,2,8,19,4.3,27.5,Intermediate,Low,9518.86,446748.78,Medium
project_08835,E-commerce,High,9,9,2,18,28,5.0,36.0,Intermediate,High,33812.53,1874324.63,High
project_08836,Cloud System,Low,5,2,2,4,15,3.0,12.0,Basic,Low,1717.84,66846.99,Low
project_08837,Cloud System,Medium,5,7,2,14,17,5.6,22.4,Basic,Medium,8956.77,389687.66,Medium
project_08838,AI Platform,High,9,12,2,24,28,5.1,36.7,Advanced,Medium,49195.83,2824340.45,High
project_08839,Cloud System,Low,3,3,2,6,14,3.3,7.9,Basic,Low,1560.63,51629.26,Low
project_08840,SaaS,Medium,5,5,2,10,17,4.7,18.8,Basic,Medium,6198.58,283239.5,Medium
project_08841,Cloud System,High,9,11,2,22,20,7.0,50.4,Advanced,High,51704.56,2768124.4,High
project_08842,IoT,Low,4,4,2,8,15,3.3,10.6,Basic,Medium,3135.03,95652.7,Low
project_08843,FinTech,Medium,8,6,2,12,18,5.0,32.0,Intermediate,High,17489.51,717237.71,High
project_08844,AI Platform,High,8,7,2,14,22,6.6,42.2,Advanced,High,28813.78,1566959.03,High
project_08845,FinTech,Low,3,3,2,6,11,3.4,8.2,Basic,Medium,1828.68,61274.37,Low
project_08846,Cloud System,Medium,7,4,2,8,20,4.1,23.0,Intermediate,Medium,8992.26,397867.29,Medium
project_08847,IoT,High,11,11,2,22,26,7.0,61.6,Advanced,Medium,53639.32,2969734.97,High
project_08848,EdTech,Low,4,2,2,4,11,2.0,6.4,Basic,Low,1426.8,50584.96,Low
project_08849,Healthcare,Medium,6,5,2,10,16,4.7,22.6,Intermediate,High,11121.35,447664.52,High
project_08850,FinTech,High,9,8,2,16,27,7.5,54.0,Advanced,High,39269.1,2083926.12,High
project_08851,SaaS,Low,5,3,2,6,15,2.9,11.6,Basic,Medium,2806.09,106524.03,Low
project_08852,Cloud System,Medium,6,5,2,10,20,4.1,19.7,Basic,Medium,7494.13,320994.15,Medium
project_08853,FinTech,High,8,8,2,16,23,7.2,46.1,Advanced,High,34794.77,1747866.36,High
project_08854,FinTech,Low,5,3,2,6,15,3.4,13.6,Basic,Low,2730.87,102272.79,Low
project_08855,IoT,Medium,7,6,2,12,22,5.3,29.7,Intermediate,Medium,13428.44,615432.85,Medium
project_08856,FinTech,High,9,6,2,12,30,7.9,56.9,Advanced,High,29275.23,1599565.93,High
project_08857,Healthcare,Low,4,3,2,6,12,3.1,9.9,Basic,Medium,2202.17,79231.47,Low
project_08858,IoT,Medium,8,8,2,16,22,6.0,38.4,Intermediate,Medium,20480.85,885933.0,Medium
project_08859,E-commerce,High,8,9,2,18,26,5.3,33.9,Intermediate,Medium,28657.25,1701879.67,High
project_08860,FinTech,Low,3,3,2,6,15,3.5,8.4,Basic,Low,1650.6,50333.97,Low
project_08861,AI Platform,Medium,7,5,2,10,21,6.0,33.6,Intermediate,Medium,10814.54,568349.64,Medium
project_08862,AI Platform,High,8,12,2,24,27,7.1,45.4,Intermediate,High,39757.03,2355813.14,High
project_08863,AI Platform,Low,4,4,2,8,10,2.1,6.7,Basic,Low,2551.02,98905.51,Low
project_08864,Cloud System,Medium,7,5,2,10,22,5.3,29.7,Intermediate,Medium,10721.38,507353.71,Medium
project_08865,FinTech,High,9,9,2,18,24,6.1,43.9,Advanced,High,39901.27,2575312.61,High
project_08866,E-commerce,Low,5,2,2,4,11,3.0,12.0,Basic,Low,1730.34,62863.05,Low
project_08867,Cloud System,Medium,6,4,2,8,16,5.8,27.8,Intermediate,Medium,8163.25,385873.75,Medium
project_08868,EdTech,High,11,7,2,14,30,7.9,69.5,Intermediate,Medium,29099.06,1682825.92,High
project_08869,EdTech,Low,5,3,2,6,11,3.7,14.8,Basic,Medium,2775.93,103293.33,Low
project_08870,IoT,Medium,5,6,2,12,21,4.9,19.6,Intermediate,Medium,9497.61,499881.7,Medium
project_08871,IoT,High,12,7,2,14,27,6.5,62.4,Intermediate,High,35348.47,1894564.35,High
project_08872,IoT,Low,4,2,2,4,13,2.7,8.6,Basic,Medium,1504.09,49726.25,Low
project_08873,AI Platform,Medium,5,5,2,10,15,4.5,18.0,Intermediate,High,9381.69,440981.14,High
project_08874,EdTech,High,12,8,2,16,24,6.0,57.6,Advanced,High,49039.83,2602192.15,High
project_08875,Cloud System,Low,3,4,2,8,10,3.1,7.4,Basic,Low,2040.31,79860.96,Low
project_08876,IoT,Medium,7,8,2,16,19,4.0,22.4,Basic,Low,12272.0,573343.68,Medium
project_08877,AI Platform,High,12,11,2,22,22,5.1,49.0,Intermediate,High,55447.94,3207150.16,High
project_08878,IoT,Low,3,4,2,8,10,3.1,7.4,Basic,Low,2064.22,77855.86,Low
project_08879,SaaS,Medium,7,8,2,16,17,4.4,24.6,Intermediate,Medium,17040.99,833143.53,Medium
project_08880,Cloud System,High,12,11,2,22,27,5.8,55.7,Advanced,Medium,59286.77,2947930.13,High
project_08881,E-commerce,Low,5,3,2,6,14,3.0,12.0,Basic,Low,2474.79,102318.95,Low
project_08882,Healthcare,Medium,5,5,2,10,17,4.4,17.6,Basic,Low,5608.73,233733.96,Medium
project_08883,Healthcare,High,8,7,2,14,20,6.0,38.4,Advanced,High,30305.36,1757772.96,High
project_08884,IoT,Low,3,2,2,4,12,2.8,6.7,Basic,Low,1046.67,36169.19,Low
project_08885,Healthcare,Medium,6,5,2,10,22,5.2,25.0,Basic,Low,7000.4,332138.29,Medium
project_08886,IoT,High,11,10,2,20,30,5.7,50.2,Advanced,High,59011.44,2928147.02,High
project_08887,IoT,Low,4,4,2,8,14,3.9,12.5,Basic,Low,2824.4,94668.19,Low
project_08888,SaaS,Medium,6,6,2,12,19,5.7,27.4,Intermediate,Low,10731.82,473206.91,Medium
project_08889,E-commerce,High,10,9,2,18,22,6.6,52.8,Intermediate,High,38256.99,2124437.46,High
project_08890,IoT,Low,4,3,2,6,15,3.3,10.6,Basic,Medium,2272.31,70415.18,Low
project_08891,Cloud System,Medium,8,4,2,8,15,4.9,31.4,Basic,High,8739.07,383818.27,High
project_08892,Healthcare,High,12,6,2,12,23,7.1,68.2,Advanced,High,37464.7,2173563.6,High
project_08893,FinTech,Low,3,4,2,8,10,2.4,5.8,Basic,Medium,2258.34,83529.99,Low
project_08894,IoT,Medium,7,5,2,10,16,5.9,33.0,Basic,Medium,8598.55,446899.55,Medium
project_08895,SaaS,High,12,6,2,12,30,5.6,53.8,Intermediate,Medium,27664.49,1410113.98,High
project_08896,Cloud System,Low,3,3,2,6,14,2.5,6.0,Basic,Low,1640.88,62144.22,Low
project_08897,E-commerce,Medium,5,5,2,10,20,5.0,20.0,Basic,Low,5811.17,253611.88,Medium
project_08898,Cloud System,High,10,12,2,24,28,7.5,60.0,Advanced,High,59252.57,3387998.95,High
project_08899,Cloud System,Low,5,2,2,4,11,3.1,12.4,Basic,Low,1718.26,52643.35,Low
project_08900,AI Platform,Medium,7,6,2,12,18,4.8,26.9,Intermediate,Low,11564.13,601481.14,Medium
project_08901,AI Platform,High,11,9,2,18,28,7.4,65.1,Advanced,High,54121.47,2906541.43,High
project_08902,EdTech,Low,3,3,2,6,11,2.3,5.5,Basic,Low,1550.47,57231.32,Low
project_08903,IoT,Medium,8,8,2,16,22,5.1,32.6,Intermediate,Medium,20089.81,879886.82,Medium
project_08904,IoT,High,12,9,2,18,30,5.7,54.7,Intermediate,Medium,41612.49,2263586.54,High
project_08905,Cloud System,Low,5,4,2,8,10,2.8,11.2,Basic,Low,3414.72,104487.44,Low
project_08906,E-commerce,Medium,6,6,2,12,16,5.1,24.5,Intermediate,Low,10645.24,452275.42,Medium
project_08907,IoT,High,9,12,2,24,27,7.8,56.2,Advanced,Medium,51422.16,2694287.51,High
project_08908,SaaS,Low,5,3,2,6,13,3.9,15.6,Basic,Medium,2794.99,98656.99,Low
project_08909,EdTech,Medium,7,5,2,10,15,4.4,24.6,Intermediate,Low,10066.81,402267.57,Medium
project_08910,FinTech,High,9,8,2,16,22,5.6,40.3,Advanced,Medium,32990.3,1703577.8,High
project_08911,IoT,Low,3,4,2,8,11,3.4,8.2,Basic,Low,2161.51,69569.26,Low
project_08912,Healthcare,Medium,6,4,2,8,22,5.2,25.0,Intermediate,Medium,8331.48,383454.27,Medium
project_08913,EdTech,High,12,6,2,12,25,7.3,70.1,Intermediate,Medium,27311.58,1518337.29,High
project_08914,FinTech,Low,5,4,2,8,13,3.9,15.6,Basic,Medium,3799.74,127955.42,Low
project_08915,IoT,Medium,7,4,2,8,21,6.0,33.6,Intermediate,Medium,9230.31,407142.91,Medium
project_08916,IoT,High,10,6,2,12,23,5.9,47.2,Advanced,High,31266.12,1645204.44,High
project_08917,AI Platform,Low,5,4,2,8,11,2.6,10.4,Basic,Low,3371.11,104852.63,Low
project_08918,FinTech,Medium,5,7,2,14,18,5.5,22.0,Intermediate,Medium,11522.98,470690.68,Medium
project_08919,Cloud System,High,9,10,2,20,27,5.0,36.0,Advanced,High,44401.21,2640683.71,High
project_08920,E-commerce,Low,5,4,2,8,15,2.6,10.4,Basic,Low,3271.05,126234.89,Low
project_08921,SaaS,Medium,7,8,2,16,16,4.7,26.3,Basic,Low,12999.74,549617.18,Medium
project_08922,AI Platform,High,11,7,2,14,20,7.2,63.4,Intermediate,High,31862.28,1784557.23,High
project_08923,EdTech,Low,3,3,2,6,11,3.9,9.4,Basic,Low,1540.54,51328.68,Low
project_08924,FinTech,Medium,7,7,2,14,15,4.6,25.8,Intermediate,Medium,15117.48,753570.16,Medium
project_08925,SaaS,High,10,9,2,18,24,6.7,53.6,Intermediate,High,38317.65,2074356.96,High
project_08926,FinTech,Low,5,2,2,4,15,3.6,14.4,Basic,Low,1892.65,74536.36,Low
project_08927,Healthcare,Medium,8,7,2,14,21,5.3,33.9,Intermediate,Medium,17208.06,784913.37,Medium
project_08928,SaaS,High,11,8,2,16,26,5.8,51.0,Advanced,High,44196.35,2227352.57,High
project_08929,E-commerce,Low,4,4,2,8,10,2.5,8.0,Basic,Low,2713.94,98893.06,Low
project_08930,Healthcare,Medium,7,8,2,16,15,4.1,23.0,Intermediate,High,20138.31,800493.28,High
project_08931,Cloud System,High,10,6,2,12,26,7.3,58.4,Intermediate,High,26795.12,1481255.68,High
project_08932,AI Platform,Low,3,4,2,8,12,3.8,9.1,Basic,Low,2116.89,75590.7,Low
project_08933,EdTech,Medium,5,6,2,12,19,5.4,21.6,Intermediate,High,11250.89,469856.37,High
project_08934,EdTech,High,9,8,2,16,25,7.4,53.3,Advanced,High,36097.32,2064725.1,High
project_08935,Healthcare,Low,4,2,2,4,15,3.4,10.9,Basic,Medium,1639.67,52945.83,Low
project_08936,EdTech,Medium,5,4,2,8,19,5.9,23.6,Intermediate,Medium,6600.77,282865.71,Medium
project_08937,AI Platform,High,11,6,2,12,28,5.2,45.8,Advanced,High,35026.11,1817011.72,High
project_08938,Healthcare,Low,3,2,2,4,10,2.4,5.8,Basic,Low,1035.05,33733.83,Low
project_08939,FinTech,Medium,7,8,2,16,15,5.9,33.0,Basic,Low,13000.4,512956.25,Medium
project_08940,SaaS,High,10,8,2,16,24,7.6,60.8,Advanced,Medium,35770.94,1830594.16,High
project_08941,AI Platform,Low,5,2,2,4,10,3.4,13.6,Basic,Low,1675.07,63340.99,Low
project_08942,SaaS,Medium,6,4,2,8,15,5.9,28.3,Basic,Low,5851.25,229971.49,Medium
project_08943,E-commerce,High,11,6,2,12,22,7.0,61.6,Advanced,Medium,30440.55,1767528.9,High
project_08944,Healthcare,Low,4,3,2,6,13,3.1,9.9,Basic,Low,2086.51,64997.88,Low
project_08945,FinTech,Medium,6,6,2,12,21,4.9,23.5,Intermediate,Medium,11618.22,571363.98,Medium
project_08946,EdTech,High,12,10,2,20,30,7.3,70.1,Advanced,Medium,52935.29,3220560.73,High
project_08947,Cloud System,Low,4,3,2,6,11,2.9,9.3,Basic,Medium,2166.35,73151.91,Low
project_08948,IoT,Medium,7,7,2,14,20,4.9,27.4,Intermediate,Low,13526.15,575059.04,Medium
project_08949,FinTech,High,10,9,2,18,29,5.4,43.2,Advanced,High,47835.15,2509485.49,High
project_08950,SaaS,Low,4,4,2,8,15,3.4,10.9,Basic,Low,2682.16,97573.72,Low
project_08951,IoT,Medium,5,8,2,16,22,5.6,22.4,Intermediate,Low,11984.38,551488.69,Medium
project_08952,SaaS,High,9,10,2,20,30,6.5,46.8,Advanced,Medium,42058.12,2432920.65,High
project_08953,EdTech,Low,5,2,2,4,13,3.0,12.0,Basic,Medium,1948.13,72046.98,Low
project_08954,AI Platform,Medium,8,7,2,14,17,5.2,33.3,Intermediate,Medium,16850.82,729016.34,Medium
project_08955,AI Platform,High,11,8,2,16,22,6.6,58.1,Advanced,High,46335.15,2331828.78,High
project_08956,Cloud System,Low,4,4,2,8,13,3.0,9.6,Basic,Low,2640.59,84788.12,Low
project_08957,AI Platform,Medium,6,4,2,8,19,4.3,20.6,Intermediate,High,9122.45,376750.01,High
project_08958,SaaS,High,11,12,2,24,21,7.5,66.0,Advanced,High,63971.44,3569925.87,High
project_08959,EdTech,Low,4,4,2,8,11,2.9,9.3,Basic,Low,2569.06,109666.15,Low
project_08960,AI Platform,Medium,5,8,2,16,21,5.3,21.2,Basic,High,12033.07,518434.93,High
project_08961,Healthcare,High,10,7,2,14,27,7.0,56.0,Intermediate,High,29363.01,1550867.99,High
project_08962,AI Platform,Low,5,2,2,4,10,3.7,14.8,Basic,Low,1822.55,58161.12,Low
project_08963,Healthcare,Medium,8,4,2,8,22,5.8,37.1,Basic,Medium,8182.07,410162.24,Medium
project_08964,FinTech,High,8,11,2,22,20,6.6,42.2,Advanced,High,44598.23,2285834.93,High
project_08965,Healthcare,Low,5,4,2,8,14,3.8,15.2,Basic,Medium,3718.27,131024.49,Low
